code,name,chain,city,area,cuisines,rating,reviews,min_order,delivery_fee,delivery_time_min,lat,lng,address,post_code
olr3,Bangaliana Mezban,,Dhaka,,Curry|Rice Dishes,3.7,6,50.0,60.0,35.0,23.8048345,90.3633459,"Mirpur Shopping center, Mirpur -2, Mirpur Food Court",1216
vyn7,Supreme Dinners- 60 Feet,Supreme Diners – Zoo Road,Dhaka,,Chicken|Soups|Sandwiches|Meat|Burgers|Western|Fast Food,4.3,10,50.0,80.0,0.0,23.787358,90.3671176,"262/4, South Pirerbag, 60 feet Road (Near Pabna Goli Mor), Mirpur",1216
eu86,Cp Five Star - Food Star - Agargaon,CP Five Star,Dhaka,,Chicken|Snacks|Meat|Fast Food|Fried Chicken,0.0,0,50.0,80.0,0.0,23.77932435,90.37953215,"Near idb centre ,Agargaon",1216
azuy,Sub Lover's - Amtola 60 Feet,Sub Lovers,Dhaka,,Mexican|Sandwiches|Western|Fast Food,4.3,4,50.0,80.0,0.0,23.7859106,90.367211,"House - 247/1B, Amtola Bazar, South Pirerbag, Kamal Sharani, 60 Feet, Mirpur 2",1216
xy37,Khushbo Biryani House,,Dhaka,,Rice Dishes,0.0,1,50.0,83.0,0.0,23.78235255,90.3695475,House-246/1 West Agargaon Dhaka-1207,1207
ed21,Kawfol,,Dhaka,,Juice Corner|Snacks|Beverage,0.0,1,50.0,85.0,0.0,23.8122418,90.3638799,"Mirpur 6 number Bazar bot tola., Dhaka, Bangladesh",1216
se7b,Rizq,,Dhaka,,Snacks|Curry|Rice Dishes|Fast Food,3.4,30,50.0,85.0,35.0,23.8106681,90.3616146,"Blocked d road 15 House 6 mirpur 6,Pallavi dhaka-1216",1216
t5xw,Crust and Beans - Mirpur 6,Crust and Beans,Dhaka,,Rice Dishes|Italian|Mediterranean|Pizza|Western|Fast Food,4.7,30,50.0,85.0,0.0,23.8104491,90.3614743,"Mirpur 6 , house 56 , avenue -5 block -D , section 6 Mirpur , Dhaka 1216",1216
hdab,Pizza Haven,,Dhaka,,Turkish|Kebab|Snacks|Italian|Middle Eastern|Mediterranean|Pizza|Western|Fast Food,0.0,3,50.0,85.0,0.0,23.81018745,90.36120785,"Mirpur 6,  Mirpur-6, Block-B, House 9/5,Porshika Mor Dhaka, 1216 Mirpur, Dhaka, Bangladesh",1216
cl5c,Lava Lounge,,Dhaka,,Turkish|Kebab|Snacks|Italian|Middle Eastern|Beverage|Mediterranean|Pizza|Western,0.0,1,50.0,85.0,0.0,23.8102164,90.3611621,"06, Block - B, House - 9, Mirpur, 5 Porshika Mor, Dhaka",1216
uljs,Nafisa Kitchen,,Dhaka,,Curry|Bangladeshi|Asian,4.0,5,50.0,83.0,35.0,23.7871524,90.3601806,"Akter Vila, 74/E, Road 14, 1216 Kallyanpur, Dhaka, Bangladesh",1216
qab9,Shoilpik Restora,,Dhaka,,Turkish|Kebab|Snacks|Curry|Middle Eastern|Beverage|Cafe,0.0,0,50.0,85.0,0.0,23.8003517,90.35631,"1/f, 4/35, colwalapara hall, mirp Beside Sony square",1216
ih82,Fry Haven,,Dhaka,,Juice Corner|Beverage|Fast Food,3.0,16,50.0,85.0,0.0,23.80026705,90.3561534,House-33 Road-4 Block-F Kolowala para Mirpur -1216,1216
v3q8,Luchi And Cafe,,Dhaka,,Juice Corner|Snacks|Beverage|Dessert|Burgers|Western,0.0,1,50.0,85.0,0.0,23.8030308,90.3561403,"House-5, Road-3, Block-E, Section -2, Mirpur",1216
kr52,TS Live Bakery,,Dhaka,,Snacks|Bakery,0.0,1,50.0,85.0,0.0,23.80414535,90.3560393,"House: 1, Block: E, Avenue: 1, Section : 2, opposite of crunch restaurant, Mirpur",1216
z0y9,Wrapick -  Mirpur,Wrapick,Dhaka,,Wraps|Snacks|Beverage|Dessert,4.5,30,50.0,96.0,0.0,23.8032637,90.3548722,"House - 11/1, Avenue - 1, Block - D, Section - 2, Mirpur.",1216
fk7e,Mayerdoa Hotel & Restaurant,,Dhaka,,Snacks|Curry|Bangladeshi|Asian,4.3,16,50.0,96.0,0.0,23.812455,90.3576486,"Rupnagar Road, Rupnagar Rd Road 09, Rupnagar R/A, Mirpur-2, 1216 Mirpur, Dhaka, Bangladesh",1216
z4hq,Softbuns - Mirpur 1,SoftBuns - Mohammadpur,Dhaka,,Dessert,0.0,0,50.0,96.0,35.0,23.8008702,90.3539385,"M1 Food Zone, Dhaka 1216",1216
zoff,Olympia Restaurant,,Dhaka,,Turkish|Kebab|Curry|Rice Dishes|Middle Eastern|Beverage,2.7,3,50.0,96.0,0.0,23.8012946,90.3537006,"Plot03, 1 Ln. No. 2,BlockG, Mirpur1,  Dhaka 1216",1216
e053,Miso Pot,,Dhaka,,Snacks|Beverage|Korean|Asian,3.7,30,50.0,96.0,0.0,23.8140258,90.3566713,"Doreen Vincita Shopping Centre, Doreen Vincita Shopping Centre (2nd floor), Rupnagar R/A, Dhaka Doreen Vincita Shopping Centre  (2nd floor), Rupnagar R/A, Dhaka, 1216 Mirpur, Dhaka, Bangladesh",1216
m08x,Yummy Plex,,Dhaka,,Snacks|Curry|Rice Dishes|Italian|Beverage|Mediterranean|Pizza|Burgers|Western,4.1,14,50.0,96.0,0.0,23.8065443,90.35297205,"House - S/9-2/A, Commerce College Road, Opposite of Dhaka Commerce College, Mirpur 2",1216
w55x,Laham,,Dhaka,,Snacks|Italian|Middle Eastern|Pasta|Shawarma|Mediterranean|Burgers|Western,3.6,8,50.0,96.0,0.0,23.79985534,90.35195076,"House-20 ,Road-5,Block-F,
Mirpur -1,Dhaka -1216",1216
v4bo,Talukder Cake And More,,Dhaka,,Cakes|Rice Dishes|Dessert,4.8,3,50.0,96.0,35.0,23.8170668,90.3559722,"House 57, road 22 rupnagar abashik mirpur, Dhaka 1216",1216
w41k,Cafein,,Dhaka,,Snacks|Rice Dishes|Italian|Mediterranean|Pizza|Western|Fast Food,4.2,21,50.0,100.0,0.0,23.79006143,90.34834489,"House - 1/A/1, Shahid Nur Hossain Tower, 2nd Colony, Mazar Road, Mirpur 1",1216
cyz4,Next Restaurant BD,,Dhaka,,,0.0,1,50.0,78.0,35.0,23.78005671,90.37375735,Dhaka,1207
x0nx,Domino's Mirpur-Late Night,Domino's Pizza,Dhaka,,Italian|Mediterranean|Pizza|Western,3.1,27,0.0,,30.0,23.801802,90.3767929,"Ground Floor, House- 45, Road- 7, Block- A, Section-12, Pallabi, Mirpur, Dhaka, Bangladesh-1216",1216
h6b7,Mithai - Mirpur 10 Senpara,Mithai - Dhaka,Dhaka,,Cakes|Dessert|Doi|Fast Food,4.6,23,50.0,60.0,0.0,23.80637571,90.37318432,"Plot no 31, Section 10,Main Road 1,Senpara Parbota,Mirpur Dhaka 1216",1216
v38k,Cake Gallery,Cake Gallery,Dhaka,,Cakes,3.7,23,50.0,85.0,0.0,23.82673935,90.3711576,House 20 road 19block D mirpur 12,1216
c55f,Canvas Kitchen,,Dhaka,,Snacks|Rice Dishes|Chinese|Asian,2.6,30,50.0,37.0,45.0,23.7933633,90.36378155,"101/2, I-1, Ahammadnagar, Mirpur-1, Dhaka",1216
ae6t,Vaggokul Sweets and Bakery,,Dhaka,,Sweets|Dessert|Bangladeshi|Doi|Asian,2.3,4,50.0,96.0,50.0,23.8231617,90.3570167,"Vaggokul sweets and bekary, Mirpur Rupnagar Thinshed Rupnagar Dhaka Road-14 House-546 বর্ধিত পল্লবী ৩ নং গেটের অপজিটে, 1216 Mirpur, Dhaka, Bangladesh",1216
bpyf,Mithai Mirpur-01,Mithai - Dhaka,Dhaka,,Cakes|Dessert|Doi|Fast Food,4.7,7,50.0,9.0,0.0,23.79759965,90.3528966,1 No Darus Salam Road Mirpur-01 Dhaka-1216,1216
qdk0,The Bubble Waffle,,Dhaka,,Beverage|Dessert,0.0,0,50.0,96.0,0.0,23.8237847,90.3524141,"Shop No - 03, Setu Plaza, Road - 02, Block - D, Eastern Housing, Mirpur, Dhaka - 1216",1216
umet,Bread Basket - Bakery & Fast Food - Agargaon,Bread Basket - Bakery & Fast Food,Dhaka,,Fast Food|Bakery,0.0,0,50.0,96.0,0.0,23.7747636,90.3802427,"9 Paka Market, Sher- E- Bangla Nagar, Agargaon, Dhaka",1216
u36x,Khusbu Bangla Restora,,Dhaka,,Rice Dishes,0.0,1,50.0,100.0,35.0,23.8298567,90.352395,"Kazi Bari mor, Plot no:25, Block-F, Main road, Kazi Bari mor, Eastern Housing, Mirpur, Dhaka.",1216
u5ot,Rajdhani Biryani House & Restaurant - Paka Masjid,,Dhaka,,Curry|Rice Dishes|Indian|Biryani|Asian,3.6,30,50.0,42.0,0.0,23.7888849,90.3667783,70/1 moddho prierbag paka masjid beside of muslim sweets and bakery,1216
nuze,Bowl & Beyond - Mirpur,,Dhaka,,Snacks|Rice Dishes,3.9,21,50.0,96.0,0.0,23.8234297,90.3523272,"Block # C, Plot # 198,199,200, Eastern Housing, Pallabi 2nd Phase, Mirpur, Bangladesh, Dhaka, Bangladesh, 1216",1216
bhi9,Duaripara Juice And Sweets Corner,,Dhaka,,Juice Corner|Snacks|Beverage,0.0,0,50.0,96.0,0.0,23.8239451,90.3569048,"Duaripara Juice and Sweets Corner, Duaripara-Pallabi Rd Road 16, 1216 60 Feet, Dhaka, Bangladesh",1216
mbgt,Nure Al-Modina Hotel & Restaurant,Nure Al-Modina Hotel & Restaurant,Dhaka,,Curry|Rice Dishes,3.0,29,50.0,85.0,50.0,23.83041475,90.3636834,"Near New jawbon Cafe, Harun Molla Sorok, Harunabad, Near Molla market,
Section 12,",1216
e9ze,Mithai - Mirpur Thana Road,Mithai - Dhaka,Dhaka,,Cakes|Dessert|Doi|Fast Food,4.3,4,50.0,9.0,0.0,23.80430265,90.36357015,Mirpur shopping center Thana road mirpur: 2,1216
iyw1,Al Aqsa sweet and live bekary,,Dhaka,,Sweets|Dessert,3.8,2,50.0,85.0,0.0,23.8302373,90.3636648,"Sattar Mollah Road, Sattar Molla Road, 1216 Mirpur, Dhaka, Bangladesh",1216
yhkv,Mithai Mirpur - Benaroshi polli,Mithai - Dhaka,Dhaka,,Cakes|Dessert|Doi|Fast Food,4.8,8,50.0,14.0,0.0,23.8099067,90.3700199,"33-Avenue-1,block-B, Mirpur, Benaroshi Polli, Dhaka-1216",1216
xlu5,Mithai - Mirpur 10(3),Mithai - Dhaka,Dhaka,,Cakes|Snacks|Dessert|Doi,4.7,12,50.0,9.0,0.0,23.8094665,90.3677567,"House: 2,Road: 4,Block: A,Section: 6, Mirpur, Dhaka 1216",1216
gg7o,Mithai - Mirpur 11,Mithai - Dhaka,Dhaka,,Cakes|Dessert|Doi|Fast Food,4.7,22,50.0,14.0,0.0,23.8182048,90.3656757,"11/A, Road #3, Plot #23, Pallabi, Mirpur",1216
ngh7,Shumi's Hot Cake - DOHS,Shumi's Hot Cake,Dhaka,,Cakes|Dessert|Fast Food,4.9,30,50.0,55.0,0.0,23.8364484,90.3766044,"Shop No. 21, Holding No. 34/49, Sagufta, DOHS Road, Mirpur",1216
zo4o,Mithai - Mirpur-11.5,Mithai - Dhaka,Dhaka,,Cakes|Snacks|Dessert|Doi|Fast Food,4.7,30,50.0,37.0,0.0,23.8246762,90.363876,"Pallabi Shopping Center,1st Floor,Shop No:36,Mirpur-11/5, Bus Stand, Dhaka-1216",1216
nd0e,Mithai- Mazar Road Gabtoli,Mithai - Dhaka,Dhaka,,Cakes|Dessert|Doi|Fast Food,4.2,20,50.0,9.0,0.0,23.78702255,90.34774795,"132/1 1st Colony ,Mazar Road , Darus Salam ,Mirpur,Dhaka-1216",1216
nmat,Domino's Pizza Shewrapara,Domino's Pizza,Dhaka,,Italian|Mediterranean|Pizza|Western,4.5,30,0.0,,25.0,23.788539,90.376382,"House – 584/1, Begum Rokeya Sarani, Shawrapara, Mirpur, Dhaka- 1216, Bangladesh",1216
v2z5,Mithai - Shewrapara,Mithai - Dhaka,Dhaka,,Cakes|Snacks|Dessert|Doi|Fast Food,4.3,23,50.0,37.0,0.0,23.79286375,90.37474795,"970, east Shewrapara. Begum rokeya shoroni",1216
ilwv,Mithai-Mirpur 2,Mithai - Dhaka,Dhaka,,Cakes|Dessert|Doi|Fast Food,4.1,1,50.0,9.0,0.0,23.8044112,90.3626678,"7/5 Main Road, Mirpur -02",1216
zabg,Mithai - Kazipara 2,Mithai - Dhaka,Dhaka,,Cakes|Dessert|Doi|Fast Food,4.6,6,50.0,9.0,0.0,23.7972222,90.3726398,"Kajipara Central Mosjid,Kajipara,Mirpur,Dhaka.",1216
cyta,Mithai - Taltola Agargaon,Mithai - Dhaka,Dhaka,,Cakes|Dessert|Doi|Fast Food,4.7,20,50.0,28.0,0.0,23.7834974,90.3755672,"93/1 elit sarder complex,, west kafrul Taltola",1207
whua,Meatbox Fried Delish - Dhanmondi,Meatbox Fried Delish,Dhaka,,Wraps|Chinese|Asian,4.3,30,50.0,103.0,60.0,23.7531933,90.3776566,"2nd Floor Meem Tower,104 shukrabad,Mirpur Road, Dhaka - 1209",1209
yaib,Tehari Ghor Orchid,Tehari Ghor Orchid,Dhaka,,Indian|Biryani|Asian,4.5,30,50.0,78.0,50.0,23.7555878,90.375645,"Shop no: 2, House no. 2 , Orchid Plaza, Mirpur rd, Rd: 28 , Dhanmondi, Dhaka-1209",1209
id52,Shorisha Bari - Dhanmondi,,Dhaka,,Rice Dishes|Beverage,4.6,30,50.0,103.0,50.0,23.7519375,90.3678125,"House 260, Road 27 (Old), Road 16 (New), Dhanmondi R/A, Dhaka-1209",1209
brj1,Rice & Fry Corner - Dhanmondi,The Rice & Fry Corner,Dhaka,,Snacks|Rice Dishes|Burgers|Western|Fast Food,4.2,26,50.0,103.0,60.0,23.7532232,90.3776673,"2nd Floor Meem Tower,104 shukrabad,Mirpur Road, Dhaka - 1209",1209
c83p,Cheez - Mohammadpur,Cheez,Dhaka,,Italian|Mediterranean|Pizza|Western,4.9,30,50.0,70.0,60.0,23.7682791,90.3591613,"House Name: Ghazi Villa, House:16/14. Haji Chinumiya Road. Block- F, Joint Quarter Mohammadpur (tikka para), Dhaka 1207.",1207
hpso,Snackerz - Dhanmondi,Snackerz,Dhaka,,Fast Food,4.5,30,50.0,103.0,65.0,23.7529433,90.378131,"95 Sukrabad, Dhanmondi. (opposite lalbag birayani)",1209
xxpv,Rice Lab - Dhanmondi,Rice Lab - Mirpur,Dhaka,,Rice Dishes|Chinese|Asian|Fast Food,4.2,30,50.0,103.0,55.0,23.7531797,90.3776264,"2nd Floor Meem Tower,104 shukrabad,Mirpur Road, Dhaka - 1209",1209
nko9,Smashed Burgers - Dhanmondi,Smashed Burger,Dhaka,,Snacks|Burgers|Western,4.8,30,50.0,103.0,55.0,23.7512716,90.3677164,"Smashed Burgers, Level-2, Plot-75 (New), Concord Sohel Square, Satmasjid Road, Dhanmondi, Dhaka",1209
p66p,Herfy - Dhanmondi,Herfy,Dhaka,,Chicken|Meat|Burgers|Western|Fast Food,4.9,30,50.0,78.0,50.0,23.7536341,90.3704843,"Plot No: 38/2, Road No. 16 (New), 27 (Old), Dhanmondi R/A, 1209",1209
lb5h,Sobhanbag Tehari Ghor,Sobhanbag Tehari Ghor,Dhaka,,Rice Dishes|Dessert,4.5,30,50.0,103.0,50.0,23.753986,90.376563,"House: 2, JJ Mansion, Sobhanbag, Dhanmondi, Dhaka 1205",1205
x8em,Boom Boom Burger,Boom Boom Burger,Dhaka,,Snacks|Burgers|Western,4.5,30,50.0,103.0,60.0,23.7529433,90.378131,"95 Sukrabad, Dhanmondi. (opposite lalbag birayani)",1209
b41r,Waffle Up - Dhanmondi,Waffle Up,Dhaka,,Dessert,4.9,30,50.0,103.0,60.0,23.7482649,90.369711,"758 , Satmasjid Road, opposite of abahoni field, Dhaka 1209",1209
klch,Pick a Bowl,,Dhaka,,Fast Food,4.6,30,50.0,103.0,60.0,23.7511674,90.3678927,"House-774,Satmosjid Road, opposite of chayanat, (same building of mum and the little one), Dhanmondi, Dhaka",1209
zgnn,Teheri Ghor (Mohammadpur),Teheri Ghor (Gulshan-1),Dhaka,,Rice Dishes|Beverage|Indian|Biryani|Asian,4.1,2,50.0,78.0,45.0,23.7570074,90.3618779,"1, 5 Satmasjid Road, Opposite of Allah Karim Mosjid Dhaka",1207
lllq,Fries & Rice - Dhanmondi,Fries & Rice,Dhaka,,Chicken|Rice Dishes|Meat|Fast Food,4.6,30,50.0,103.0,60.0,23.7531951,90.37762555,"2nd Floor Meem Tower,104 shukrabad,Mirpur Road, Dhaka - 1209",1209
z2hb,Pizzaology - Dhanmondi,Pizzaology - Dhaka,Dhaka,,Snacks|Italian|Mediterranean|Pizza|Burgers|Western|Fast Food,4.5,30,50.0,103.0,65.0,23.7532051,90.3776637,"2nd Floor Meem Tower,104 shukrabad,Mirpur Road, Dhaka - 1209",1209
wf55,The Aromatic Rice - Dhanmondi,The Aromatic Rice - Gulshan,Dhaka,,Chicken|Rice Dishes|Meat|Chinese|Asian,4.6,30,50.0,103.0,60.0,23.7531938,90.3775826,"2nd Floor Meem Tower,104 shukrabad,Mirpur Road, Dhaka - 1209",1209
fjqc,Wrap & Meat Box - Dhanmondi,Wrap & Meat Box,Dhaka,,Wraps|Snacks|Middle Eastern|Shawarma|Fast Food,4.5,30,50.0,103.0,65.0,23.7531982,90.3776189,"2nd Floor Meem Tower,104 shukrabad,Mirpur Road, Dhaka - 1209",1209
k7kd,27 A Bangali,,Dhaka,,Turkish|Kebab|Snacks|Middle Eastern|Bangladeshi|Asian,3.8,15,50.0,103.0,60.0,23.75197031,90.36756019,"House - 60, Road: 16 (New), 27 (Old), Dhanmondi R/A",1209
qm4j,Shikder Live Pizza,,Dhaka,,Snacks|Curry|Italian|Pasta|Mediterranean|Pizza|Burgers|Western,4.1,23,50.0,68.0,65.0,23.763035,90.3605666,"Tajmahal Road, House number-25/07, Block-C, Tajmahal Road ,food court, 1 Mohammadpur  Dhaka, Bangladesh",1
m70b,Habanero,,Dhaka,,Soups|Dessert|Chinese|Burgers|Western|Asian|Fast Food|Dumpling,4.5,30,50.0,103.0,70.0,23.74711335,90.3683552,"137, Modhubazar, West Dhanmondi, Dhaka",1207
pjmj,The Cozy Bean,,Dhaka,,Beverage|Dessert|Fast Food,4.8,14,50.0,78.0,55.0,23.7555935,90.37441695,"Road No. 16 Dhanmondi, beside Rapa plaza",1209
oy5p,New Hanif Biryani - Keari Plaza,New Hanif Biryani,Dhaka,,Indian|Biryani|Asian,4.6,30,50.0,133.0,55.0,23.7441633,90.3724529,"Keari Plaza, Shop-108, House-83, Road-8/A, Dhanmondi, Dhaka-1209",1209
e208,Burger Beat - Dhanmondi,Burger Beat,Dhaka,,Burgers|Western,4.8,8,50.0,103.0,60.0,23.7531869,90.3776556,"2nd Floor Meem Tower,104 shukrabad,Mirpur Road, Dhaka - 1209",1209
uzur,Burger xpress - Dhanmondi,Burger xpress,Dhaka,,Burgers|Western|Fast Food,0.0,0,50.0,103.0,60.0,23.7529433,90.378131,"95 Sukrabad, Dhanmondi (Opposite Lalbag Birayani, Dhaka-1209)",1209
awhg,Dream Burger - Dhanmondi,Dream Burger,Dhaka,,Burgers|Western|Fast Food,4.2,30,50.0,103.0,60.0,23.7531996,90.3776365,"2nd Floor Meem Tower,104 shukrabad,Mirpur Road, Dhaka - 1209",1209
tybh,Bleecker BD,,Dhaka,,Sandwiches|Burgers|Western,4.3,30,50.0,78.0,70.0,23.75337415,90.3636355,"Jafrabad Rd 369/1 Jafrabad , Ittder mor, Mohammadpur Dhaka, 1207 Mohammadpur, Dhaka, Bangladesh",1207
zp1j,Kitchen O1 - Mohammadpur,,Dhaka,,Snacks|Rice Dishes|Dessert,0.0,1,50.0,68.0,55.0,23.75928405,90.36435757,"11 Azam Rd, Azam Rd, 11",1207
y7oq,Savage Spoon,,Dhaka,,Snacks,4.5,11,50.0,103.0,75.0,23.7505158,90.3664276,"45 Samad Mollah House., House no. 45 Sankar Moshjid Road. Last Building, 1207 Dhanmondi, Dhaka, Bangladesh",1207
yb7f,Bowl It Up,,Dhaka,,Snacks|Fast Food,0.0,0,50.0,44.0,38.0,23.772847,90.36529952,"Pisciculture Housing Society Block-Ka, Shyamoli, Dhaka-1207 (Shyamoli Park Maath, Near Shefa Hospital)",1207
c2bt,Mithai - Shyamoli Cinema Hall,Mithai - Dhaka,Dhaka,,Cakes|Dessert|Doi|Fast Food,4.5,12,50.0,49.0,38.0,23.7747188,90.3652073,"Shop No #38, Shyamoli Cinema Hall Market",1207
t9uv,City Garden Chinese - Shyamoli,City Garden Chinese - Shyamoli,Dhaka,,Chicken|Snacks|Rice Dishes|Seafood|Meat|Chinese|Asian,4.1,6,50.0,49.0,38.0,23.772819,90.367016,22/12 Shyamoli ( opposite of shishu mela),1207
p9bp,Mughal Shahi Biryani,,Dhaka,,Rice Dishes,0.0,0,50.0,49.0,38.0,23.7717144,90.3668406,"Khilji Rd 20 Dhaka shymoli, 1207 Mohammadpur, Dhaka, Bangladesh",1207
k5cg,Dostorkhan-e-Pakistani Karahi,,Dhaka,,Asian,0.0,0,50.0,44.0,38.0,23.7716688,90.3631163,"Gawsia Islamia Fazil Madrasah | Johuri Moholla, Mohammadpur, Babar Rd, 1207 Mohammadpur, Dhaka, Bangladesh",1207
tjsb,Deshi Food Shop (Adabor) - pandago,,Dhaka,,Bangladeshi|Asian,0.0,0,50.0,44.0,38.0,23.77164426,90.35869705,"Allaher Daan General Store, House No:280, Road No:02 Baitul Aman Housing Society, Adabor, Mohammadpur",1207
act6,Momo Burger,,Dhaka,,Chinese|Burgers|Western|Asian|Dumpling,4.4,1,50.0,63.0,38.0,23.76720783,90.35862612,"Infront of suchona community center, ring road, mohammadpur, dhaka",1207
suwf,Khana Pina,,Dhaka,,Curry|Fish|Seafood|Bangladeshi|Asian,0.0,0,50.0,63.0,38.0,23.7661639,90.3588734,"Mohammadpur,  iqbal rode, 1207 Mohammadpur, Dhaka, Bangladesh",1207
pfb1,Prithibir Rannaghar,,Dhaka,,Beverage|Indian|Biryani|Asian,4.1,7,50.0,63.0,38.0,23.7667453,90.3577225,"Shekhertek Road 3, Shekhertek Rd 3, 1207 Mohammadpur, Dhaka, Bangladesh",1207
ay2i,Bhorta Ghar,,Dhaka,,Bangladeshi|Asian,0.0,0,50.0,63.0,38.0,23.7691747,90.3554378,"Rajes Miar Bari, Nich Tala, Shekhertek 10 No PC Culture Housing
Basha No 27 ,1207 Mohammadpur, Dhaka, Bangladesh",1207
v4t9,Mayer Hater Halim,,Dhaka,,Asian,0.0,0,50.0,63.0,38.0,23.7659464,90.35768263,"Sekertec, Mohammadpur, House No-08, 1207 Mohammadpur, Dhaka, Bangladesh",1207
s68v,Puro Pastry & Bakery - Mohammadpur,Puro Pastry & Bakery - Dhaka,Dhaka,,Cakes|Dessert|Fast Food,4.8,30,50.0,68.0,38.0,23.76327232,90.3621087,"Z/22, Block#D , Tajmahal road ( opposite of bata), mohammadpur . Dhaka-1207.",1207
arct,Kitchen Story,,Dhaka,,Snacks|Fast Food,0.0,0,50.0,63.0,38.0,23.764461,90.3585535,"Japan Garden City, Building-11, Flat-1202, 1207 Mohammadpur, Dhaka, Bangladesh",1207
kmks,Chocojello,,Dhaka,,Snacks,0.0,0,50.0,63.0,38.0,23.77350655,90.35364261,"Bagdad apon nibash, House no: A/10, Road number:5, Shamoli housing 2, Nobodoy Bazar,, 1207 Mohammadpur, Dhaka, Bangladesh",1207
f2cr,Shumi'S Hot Cake - Taj Mahal,Shumi's Hot Cake,Dhaka,,Cakes|Dessert|Fast Food,4.9,27,50.0,68.0,38.0,23.7630921,90.36123135,"Y-14/ C, Taj Mahal Road/ Razia Sultana Road, Mohammadpur Dhaka-1207",1207
vg5a,The Daily Drip,,Dhaka,,Juice Corner|Beverage|Cafe,4.8,3,50.0,68.0,38.0,23.7630086,90.360401,"25/7, Block-C, Tajmahal road, Mohammadpur",1207
qit6,Ehan's Dine,,Dhaka,,Turkish|Kebab|Snacks|Middle Eastern,0.0,2,50.0,68.0,35.0,23.7621444,90.3626667,"Blue Point Pharmacy, Salimullah Road, Mohammadpur, Dhaka",1207
e781,Meat Hub,,Dhaka,,Turkish|Kebab|Snacks|Middle Eastern,0.0,0,50.0,68.0,35.0,23.7615152,90.3649554,"Sher Shah Suri Road, Eig gah math, Sher Shah Suri Rd, 1207 Mohammadpur, Dhaka, Bangladesh",1207
tnqx,The Food Club,,Dhaka,,Bangladeshi|Asian,0.0,0,50.0,63.0,38.0,23.76306214,90.35753266,"House 93, Rd No.1, 1207 Mohammadpur, Dhaka, Bangladesh",1207
rt4w,MOMO HOUSE NOORJAHAN ROAD,,Dhaka,,Snacks|Chinese|Bangladeshi|Asian|Dumpling,4.7,30,50.0,68.0,38.0,23.7614141,90.3610143,"U-43, Noorjahan Road, U-43, Nurjahan Rd MoMo House, 1207 Mohammadpur, Dhaka, Bangladesh",1207
jzd0,Bakers Plus - Nurjahan Road,Bakers Plus,Dhaka,,Bakery,4.2,4,50.0,68.0,38.0,23.76110335,90.36159755,"House - T/42, Nurjahan Road, Mohammadpur",1207
ya5c,Myth,,Dhaka,,Snacks|Beverage,0.0,1,50.0,63.0,38.0,23.7642269,90.3555655,"Mohammadia Housing Society, Road 5, Rd 5, 1207 Mohammadpur, Dhaka, Bangladesh",1207
fnbs,Hotel Green & Restaurant,,Dhaka,,Snacks|Curry|Rice Dishes|Bangladeshi|Asian,4.4,30,50.0,68.0,38.0,23.7602274,90.3653448,"House-15/11 Mohammadpur, Sher Shah Suri Rd, Dhaka 1207",1207
u7lw,Singapore Juice and Coffee Bar,,Dhaka,,Juice Corner|Beverage,4.8,30,50.0,68.0,38.0,23.759802,90.366406,"Mohammadpur, Town Hall Kacha Bazar, Main Road",1207
uze8,Swad Bilash,,Dhaka,,Rice Dishes|Bangladeshi|Asian,4.3,15,50.0,68.0,35.0,23.76158115,90.35733465,"Tushar Bhaban#34/A, Road No#1, Mohammadi Housing Ltd, Mohammadpur, Tushar Bhaban# 3rd floor,# Flat No #D1,Mohammadi Housing Ltd,, 1207 Mohammadpur, Dhaka, Bangladesh",1207
ry21,Mayer Hater Ranna,,Dhaka,,Curry|Bangladeshi|Asian,0.0,0,50.0,73.0,38.0,23.76705858,90.35116644,"Shekhertek Main Rd #06 Mission Goli, 1207 Mohammadpur, Dhaka, Bangladesh",1207
ck9f,Rosona,,Dhaka,,Snacks|Curry,4.8,30,50.0,73.0,38.0,23.7631025,90.3531344,"Flat- 5/A, house -18/1, road -11, mohammadi housing society, Mohammadpur Dhaka-",1207
yxc6,Kacchi Sakib,,Dhaka,,Rice Dishes,0.0,0,50.0,78.0,38.0,23.7602953,90.3563771,"মোহাম্মদপুর, মোহাম্মদিয়া হাউজিং কাঁচা বাজার(শিয়া মসজিদ)  দোকান নাম্বার :৭০/৭১",1207
wj7w,Deshi Food Shop (Lalmatia) - pandago,,Dhaka,,Bangladeshi|Asian,0.0,0,50.0,78.0,35.0,23.756981,90.367831,"Khokon General Store, 8/4, Block-B, Zakir Hussain Road, Lalmatia, Mohammadpur, Dhaka",1207
msph,Nook Kitchen,,Dhaka,,Bangladeshi|Asian,0.0,0,50.0,73.0,38.0,23.7638225,90.3495827,"1207 Mohammadpur, Dhaka, Bangladesh",1207
h0tv,Home Kitchen,,Dhaka,,Bangladeshi|Asian,0.0,0,50.0,78.0,35.0,23.75733016,90.35797721,"Mohammadpur, 11 Mohammadpur 7 mosjid madrasa road no.2 house no.11, 1207 Mohammadpur, Dhaka, Bangladesh",1207
w522,LUIGI S,,Dhaka,,Bangladeshi|Asian,0.0,1,50.0,78.0,35.0,23.7553727,90.36216055,"Waliz Anjuman Villa, 5/1 Confidence Tower Road, Satmasjid Road, Mohammadpur, 1207 Mohammadpur, Dhaka, Bangladesh",1207
