vendor_code,review_count,avg_rating,positive_count,sample_review_text,sample_reviewer,sample_rating
fsle,1,5.0,3,"ঘরোয়া খাবার, বেশ ভালো।",Noor-E-Mehrab,
ohts,2,3.5,2,"Very bad quality of rice, smelled really bad",Erfan,
c376,30,3.96,53,"fahimmuchi here, outstanding as always, oh yes I've been collecting those couple like things y'all attach on the package!",Salman,
rbox,6,3.0,7,Food Quality & Quality Excellent 👌,Mithi,
nt6m,26,3.03,30,Waldorf Salad does not have nuts!!! Please look up the recipe if you dont know what goes in a certain salad. ,Rayat,
ft2t,8,3.32,11,Item missing ,Rezwan,
e39r,30,2.53,25,একবারে বাজে ৩ পিস করে দুই প্যাকেট ৬পিস মাংস দিছে কেউ অর্ডার দিবেন না ২০০ টাকার একটা তেহারি প্যাকেট ,Manjiro,
rdpj,1,1.0,0,চারটা  বক্সের ভিতরে প্রথম দুইটা বক্স খোলা অবস্থায় ছিল টেপ লাগানো ছিল না এবং যে খাবারগুলো পাঠানো হয়েছে সবগুলো খাবারই বাসি ছিল গন্ধ করছিল বাধ্য হয়ে ফেলে দিতে হয়েছে ,ishrat,
g2pt,30,2.79,30,Very good service. ,Baniah,
ep4m,2,2.67,3,avrage ,shihab,
yem3,1,1.0,0,"বাল বানায় সালারা,বাসায় এসে খাইয়া জাইস পাস্তা।This fruad does not even deserve rating.তোদের পাস্তা তোদের মুখে এসে মারব। ",Swopnil,
tr0z,26,2.94,29,Bad food ,Suddho,
h3ec,19,3.31,25,excellent halim,Nafisa,
dbzq,7,4.43,12,Smallest portion. Eta pasta chilo naki onno kichu bhai. Nastiest I have ever tried. 2 tukra chicken er slice and upore dudh dhele dise. Cheese mone hoy chine na. Samne paile etar owner ke khawaitam.,Ahnaf,
eb6r,30,3.61,47,"The portion of chicken inside the box was very minimal—mostly it was just rice, which felt disappointing given the price I paid.",Saddam,
s3cs,1,4.0,2,costwise it was amazing ❤️,Maria,
awhg,30,3.21,34,Awful ,Ariful,
jzd0,4,1.89,1,অর্ডার দিলে তাদের কাছ থেকে একেক সময় একেক রোল পাওয়া যায় সকালে দিয়েছিলাম একরকম আসছিল বিকালে অর্ডার দিয়েছি কোয়ালিটি আরেকরকম এরকম উচিত না। সকালেরটা খেয়ে ভালো লেগেছিল পরেরটা চেহারাই অন্যরকম।,Sumi,
horx,5,2.82,5,thanks for offering such a refreshing drink in this scorching heat!,Faizah,
iyw1,2,2.67,2,taste was good but the quantity of chicken was very less ,Farhan,
lu08,3,5.0,7,Alhamdulillah food is good and tasty. ,Dilshad,
oj4f,3,4.5,6,Garlic nan ta moja na. Kabab average ,Mohammad,
ra54,28,2.59,20,Beef liver shingara is totally scam. ,Asif,
fmrd,30,3.15,38,বিস্কিট একদম খারাপ ছিলো। নরম এবং খেতে খারাপ লেগেছে। কলোজাম টার ভিতরে ময়দার গোটার মতো একটা দলা ছিলো। এককথায় খুব খারাপ লেগেছে।,shomaya,
b5ez,6,2.07,3,nachos amount is not satisfactory ,Nafiul,
w1v1,15,3.65,22,"Quality of Chicken Samosa's ingredient is not good as before. Shingara & Samosa were too much fried. For better, it should be fried in medium heat. ",N,
l6hr,4,4.17,10,parle 0 star ditam. hoteleo er theke valo banay. ghorer rannar sita fatao nai.,Atik,
bars,4,4.2,8,"বাক্সে কোন উৎপাদন বা মেয়াদের উল্লেখ নেই, রসমালাই এর দুধ টক হয়ে গিয়েছে, মিস্টিও তাজা নেই। নিম্ন মানের খাবার অনলাইনে গছিয়ে দিয়েছে।",tahnan,
c8uw,30,2.89,30,Worst vegetable!! Old black veggies ,Jhope,
gvgo,30,3.26,41,Onek soft ar mojar chilo cake ta,Faria,
bncm,18,2.61,16,It’s okay nothing special ,Abdullah,
s7hi,27,3.32,36,best corn on the cob! ,Jafnun,
u36x,1,5.0,3,"The food was really good. The chicken grill was perfectly cooked, and the size was also satisfying.",Md,
to0y,9,4.36,21,Good food,Razu,
z6xi,20,2.44,17,delicious ,S.,
y555,30,3.53,44,Um valoi lagse amr theke ,TAM,
hyku,30,3.85,60,Loved the filling and how soft it was. Wish the size was bigger though ,Zaima,
fdul,1,5.0,2,Lucky crab so good,Jahidul,
y6wf,30,3.41,45,alhamdulillah  ,SIAM,
t5yw,1,5.0,3,Excellent 👍,Ahmmed,
etbn,25,2.32,18,Food ta ekdom thanda hoye ache and kheye mone hoche 2-3 din ager ,Muhammad,
ghvg,1,3.0,0,"Few pieces of chicken in one of the swarma was undercooked.. and salt was slightly on the higher side.. please keep in mind the salt and spice levels should be optimum, otherwise so so.",Maliat,
d71c,30,4.23,51,according to rice the curry was too less.. and for the wings it's not good at all... did not like any of the food.. need to improve quality..,Mehjabin,
xwnp,5,1.86,3,"এইরকম জঘন্য ফ্রাইড রাইস আমার জীবনে আমি খাই নাই। যেই সালাদ ওরা দিয়েছে সেইটা র্দুর্গন্ধে ভরা, ফ্রাইড রাইস দুই চার নেলা নিয়ে ফেলে দিতে হইছে। এখান থেকে কিছু অর্ডার দেওয়া আর টাকা পানিতে ফেলে দেওয়া একই কথা।",Ajoy,
kacq,30,3.49,45,masallah khabar onak moja hoisa,Shohan,
nepw,12,3.64,20,worse ,Hibban,
b4q9,2,3.0,1,Average taste,Mahedi,
an97,1,2.33,1,"vater poriman onk chilo, but gorur gos a lobon deynai🤮🤮tengra mach order chilo, peyechi chingri r alu vorta,fast order chilo but baje oviggota",marufa,
unqn,30,3.34,42,rice er fry tay lobon chilo onk,Shahana,
tybh,30,3.0,35,"I ordered 2 completely different meatboxes that felt like the exact same, even though there was about a 100 taka difference between the two. Meatbox sizes have also decreased it seems. Not what it was",Farhan,
xapv,1,1.0,0,খাবার প্যাকেট বের করে ছিল ও খাবার অনেক কম ছিল,SOJIB,
akfo,30,3.82,50,Good ,Rawfun,
xe9a,3,3.0,2,এত বাজে খাবার আমার লাইফে কখনো খাইনি বয়কট করুন সবাই ,Md,
vg3s,3,2.43,1,খুবই বাজে আটার দলা মোমো কিভাবে হয় 😔,Sharmistha,
xckb,4,1.89,1,"wedges মনে হলো গতকালের টা আবার ভেজে দিয়েছে, আর বার্গারের পেটি ছিলো ঠান্ডা। কম্বো তে পেপসি ছিলো, প্যাকেট করার সময় পেপসি দেয়নি। চেক করার পরে দিয়েছে ",Md,
oz4a,3,1.86,1,price beshi silo quantity onek kom silo onek.,Juhafa,
pu8m,2,2.6,1,Normal packaging and bad test. Total loss of money.,Didar,
trk5,10,2.25,8,"If the items are not available that should not be in the list,remove immediately from order page, we ordered food for having it not for fun and the way is serving with poly pack which is unhealthy! ",Tariqul,
x0nx,27,2.73,34,aktu o valo chilo nh pizza ta but delevey men er bebohar onk valo chilo,MD,
ds3b,30,3.91,58,Not good,Siam,
gumq,1,2.0,0," 2 ta fried rice order korsii apnara akta teo chicken fry den nai.taste was ok.but aivbe thokano thik na … 2 ta platter a 2 ta kore 4 ta fried chicken chilo jokhon order korsi ,  R onk wait krsi .",Amaya,
ps7w,30,3.99,51,The amount is less than regular ,Sonia,
vyn7,10,3.16,13,💓💓,382-Monjurul,
yu73,30,2.77,28,same pizzas,Bhat,
wiq0,27,2.91,29,too pricy,Marouf,
el3t,30,3.48,45,good,Md.,
ns1q,12,1.84,5,"Pasta ta onek baje chilo, maximum tuku khetei pari ni falanu geche, ar shawrma teo Kemon ekta baje smell chilo, overall onek baje",Lutfur,
tqrg,5,3.5,8,Chicken are very small and get bad smell from chicken .All are very  dirty food ,Afrajur,
iuka,8,2.89,9,very poor. ,Mehedi,
t37j,23,4.0,43,It’s ws delicious 😋 ,MD,
bmlt,29,2.5,24,Worst pizza!,Adeeba,
a9ah,6,2.14,2,the worst reatuarant ever their food is very little I ordered a chola bhatura and spice dosa they mixed both and gave so little and took 270tk from me I will never eat again fro here,Ferdous,
rnpl,11,3.07,13,keep it up,deediya,
lhnf,3,3.0,4,ভাই হোমমেড খাবার তৈরি করবেন এজন্য এত বাজে। আপনারা তো রিতি মত গলা কাটছেন গ্রাহক দের। এটা ঠিক না ২ পিছ মাংস ১ পিছ হাড্ডি ও ১ পিছ আলু এটা ১৬০ টাকা কিভাবে রাখেন। ফুড পান্ডা আপনাদের বিশ্বাস ভঙ্গ করছেন😔,MD,
nko9,30,4.05,56,size getting smaller,Mahabub,
nu78,1,5.0,3,The food was excellent. Good packaging and quality. ,Zarin,
vmcp,1,1.0,0,No bbq in the naga bbq chicken ricebowl. It was straight up naga which wasnt tasty at all it burns,Ashfaque,
l7ak,3,4.14,5,it was tasty ,Nourin,
xnbn,1,2.33,1,Disgusting food and waste of money ,Sadia,
nazg,1,3.67,1,Chicken moglai have no chicken even egg was little bit only in middle ,Farzana,
fvc8,3,2.25,2,chicken curry is very bad. Also dal vorta smells very bad. not eatable. Very bad. total waste of money. need to order again somewhere else. very bad very very bad quality.,Ejaz,
ei7o,3,4.14,5,"Great food.Thank You, Dora's Kitchen.",Shabab,
vy0s,30,3.0,34,Eto baje ghondo wala morog polao diche amr 400+taka e nosto faltu khabar,Raisa,
eka1,1,2.0,0,"Calamari rings were terrible, only crust no calamari. The seafood pizza hardly had any seafood as was mentioned n it had too much green chillies. ",Mona,
qpg8,15,3.54,25,Food was terrible in fact I am feeling sick now,Nabila,
fmfa,5,2.83,6,Price beshi,Sharjina,
redk,7,1.94,2,So bad juice waste of money just water no papaya flavour tasteless do not order from here i suggest yall,Sadia,
jskm,4,3.0,6,They sent noodles and an egg with water and calling it ramen. Absolutely worst...,Zahir,
juf5,5,4.45,9,Very Fresh Food and Taste was also Amazing. Highly recommended to try.,Rubayet,
d3eu,30,3.16,38,food quality has degraded a lot. mutton pieces in mutton chop was smelly and not edible,Fauzia,
ana0,9,3.23,14,এটা অরুচিকর ছিলো। কাচ্চির নেম পাজরের হাড়। চিকেন বিরিয়ানির অর্ডার ছিলো ডিম্ সহ। ডেলিভারি দিন ছাড়া। এতই বেমজা ছিলো সেটা রেস্টুরেন্টে থাকলে দেখাতে পারতাম। টোটালি দুপুরের খাবারটা খেতে পরলোনা। ,Zein,
xu7e,9,2.83,10,frenchfries onek beshi oily and literally tastes joghonno,Fatin,
cnrn,1,1.0,0,awful taste 🤮,Wahida,
larb,4,1.8,2,Worst food,Khaled,
tirk,21,3.26,26,তারা আমাকে জ্বলে যাওয়া ফুচকা দিয়েছে। তেঁতুল পানি ও দেই নাই ঠিকমতো।,Rownita,
f7qi,3,5.0,6,Food is as expected good. ,Imran,
e23t,3,3.29,5,FOOD was good,Nasifa,
t65i,1,1.0,0,"Franch Fry was over fry and very oilly.  it's totally dam , I think it was cooked before.Sandwich 50/50",Shawon,
p8xn,20,3.2,27,back dated products ,Fuad,
av23,30,2.92,32,etto jhal kno bhai. and too oily. ,Fahim,
s6nl,5,3.4,6,the sandwich is hard and feels frozen,Arjon,
cj62,30,2.24,22,"Small fish was stale,  bad odor ",Nusrat,
b3ql,9,2.22,6,"Very bad , it's only potatoes, no meat or chicken inside in the meatBox . It's much better to not eat than to order it.",Md,
s0sg,30,2.78,31,the rice was completely decomposed with bad smell. Totally disappointed. Seems like collected from dustbin.,Jarrin,
yaib,30,3.27,37,Losers selling tehari. Bullsh*t. Absolutely no meat at all. How tf they still in business?,Ashabul,
qpc9,5,5.0,15,দারুন,Md,
ryuw,1,5.0,3,best🥰...i'm happy 🥰🥰🥰❤️‍🩹❤️‍🩹,Eramin,
jtf1,7,1.82,2,worst food is not acceptable,Jolly,
uf7i,30,3.77,53,good food but states similar to frozen parathas,faysal,
l6dh,7,4.41,15,"what is wrong with this food etoh oily, arektu hoiley America invade korto Amar bashai. Served me 2 burnt leather pieces of chicken. the veggies were not good. the beef sizzling 🤢 beef jerky 🤮",Shorif,
qvua,10,4.36,18,"জঘন্য, ডাল ভর্তায় তেল দেয়নি আর পানি দিয়ে ভরা, রসুন ভর্তার রসুনের খোসা ছাড়ানো হয়নি, চিংড়ি ভর্তায় লবন বেশি। আর ডাল কোনো লেভেলের না। ভাত অনেক মোটা আর ঠান্ডা।",Ar,
jzmv,20,3.72,37,Average,Taniza,
eqjc,1,3.0,1,There was no tok given for the fuchka but overall the taste was great ,Ashmila,
sdjt,28,2.38,19,"Fish Tampura was oily.
",Alamgir,
jnle,30,3.24,39,Strawberry coconut milk was really good around it's price range. ,Nowrin,
m958,1,2.33,1,quantity is too little ,Mehran,
t6po,30,3.26,37,So good!,Nisha,
y3oc,3,2.43,1,Order disi ki asse onno kisu. .. ekkebare baje ..,noel,
vpop,5,2.14,4,worst place ever! never order from here we gave around 350 tk for the kabab and chaap and the quantity was so small like u would be speechless after seeing it! This shyt is pure bullshyt.,Nazeef,
hlwc,4,3.36,7,Bhalo chilo,Zeneea,
vhhn,12,3.38,19,Good,Morshed,
ra0q,7,3.1,11,Ekdom e moja Nh atto lobon Ekdom e khete pari ni,Ishrat,
ywrv,20,4.02,42,not that much good,Najmul,
zsdg,1,5.0,3,khub e moja hoy khabar sob gulai,Shakil,
x574,1,1.0,0,green sauce ta bashi gondho. momos gula thanda chilo. r momos er filling khubi baje chilo. gondho chilo,Mysha,
uvvi,15,3.35,20,"Awful food! Chicken - Shiddho hoy nay. Vuna khichuri - Jhorjhora chilo na, vorta type lagse. Vegun - vaja order disi kintu pathaise Vorta. Morich Vorta - Green chilli dey nay shukna morich er dise.",Farzana,
fhhx,4,3.8,6,pizza er bread e nonstick pan er kalo prolep ta uthe ashche... Taste average momo only 5 pcs which is over prized.,Mohima,
gsvn,3,3.67,4,"The cholar dal with khashir kolija only has dal in it, even local hotel give more kolija for a less price. Labh korba bhalo kintu manush thokanor ki dorkar. The lal atar ruti was good. ",Fire,
uhup,18,3.27,18,"as the crust was thin, it got chewy. not soft. not crispy",Israt,
qvr1,30,4.49,68,"thank you for the gifts, food was fresh and tasty",M,
y7oq,11,4.03,22,500 takar meatbox e eto kom meat thakte pare eta gboneo bhabinai. Ami ei taka diye onno jaygay 2 ta meatbox paitam and double mangsho paitam. Waste of money. ,Ayman,
styd,30,2.18,18,"এই অশিক্ষিতের বাচ্চা শান্তির ছেলে টাকা দিয়া খাবার আইনা যদি খাবার উপযুক্ত না হয় এটা কেন দিবি, ব্যবসাটা কি একদিন কইরা শেষ করে দিবি আরেক বার অর্ডার করার তো কোন জায়গা রাখস না শালা মূর্খ ।👋",Rakibul,
d12c,18,2.14,11,Faltu,MD,
kj9m,30,3.83,55,"Probably my last order from you guy the quality degraded- chicken curry was kept in freezer or something the aloo became flakey & the chicken was watery, not freshly cooked. Items thakena then cancel ",Priyanka,
u8ic,8,2.91,10,"samosa 2 ta literally 2 rokom, mithai er kach theke egulo expect kora jayna",Shafin,
chwo,30,3.54,46,Best shingaras in Dhaka. ,Fareeha,
o1bt,30,3.54,45,Ordered bhaji but they gave me mixed shabjj,Tabassum,
ywuh,2,3.0,3,মোটামুটি ভালো লেগেছ ❤️,Md.,
iy2u,15,2.82,13,Delivery went late. It wasn’t bad. I feel they could use better packaging for pizza. It got some smell though. Overall good ❤️,Farhan,
gfdn,30,2.55,25,size choto,Rahat,
nqqh,2,5.0,4,Hygienic and delicious food.,Tonmoy,
s4o0,3,2.0,2,This is totally unacceptable! I ordered food which has been delivered minimum 1 hr later than usual time. Moreover they supplied something which was not at all at my order carts. ,Azizul,
c2lq,8,1.76,3,kire bhai gondho utha  khabar sell koris..taka tai mati,ajmine,
h625,14,1.85,6,Taste chii ecche baje khabar ar pai nai,Rahat,
oesp,9,3.4,10,In simple words.....Spectacular.....simple food....yet the quality is pretty amazing.....I ordered the soup momo......food was served hot,Tonmay,
yckz,27,3.14,34,Good packaging ,Tahsinul,
d4g5,1,3.0,1,Portion was very small and food quality not good,Wali,
yxgi,30,3.27,40,"Pretty good, nice size and crispy. Would recommend 🫶🏻",Samia,
tq99,28,3.32,37,hedar khabar murgi theika kemon jani gondho koy khabar pore peth kharap hoye gese ekkebare faltu er taka onujayi khabar er quantity khuuub e lowwwww 😠,Sultam,
q1bj,10,3.67,16,Ready tasty,Jahir,
i4ey,1,2.0,0,"মোটামুটি, তবে চকলেট এর তুলনায় দাম অনেক বেশি",NAHID,
myu3,17,2.22,12,"মিঠাই বরাবরই সিঙ্গারা, সমুচা ধারাবাহিকভাবে বাজে বানিয়ে যাচ্ছে। সিঙ্গারা, সমুচা বরং এমনি সাধারণ হোটেলে এর চেয়ে হাজার গুণে ভালো হয়। ",Shafayat,
goe0,8,3.53,13,Khabar vlo kintu packaging baje waffle nosto hoise,Abu,
vei7,30,3.51,43,The lasagna was stale and smelled like it was going off. Its not worth paying this amount for something if it's going to be stale,swanee,
pu6n,2,1.0,0,vegetable was raw and chicken curry was very awful.,Mohammad,
mewc,30,3.31,38,"Giving it a 1 star because inside their signature chuck box, it was half empty. They gave me a small bread instead. That was very unprofessional. ",Marzan,
u2qo,30,3.21,36,Kacchi was good but too much oily and they left no meat on the leg roast it was almost like a piece of bone overall taste was good but there was no chunk of meat at all.,Farjana,
kdzg,30,3.79,45,vorta order chilo.Shutki vorta eto kom!  60tk er vorta but onek kom jekhane alu vorta 30tk but box ta full chilo ar shutki vorta eto kom diyeche! apnader khabar onek moja but shutki vorta kom diyen na,Ishrat,
zmhw,1,5.0,2,onek valo food,Md,
yger,18,4.16,31,Not worth the price,Shaikh,
upz7,1,2.33,1,very bad the meet box had no chicken cubes just sausage and few meet ball filled with raw french fries. burgar had little to no meat,Nasrin,
waua,30,3.65,48,Good ,▓▒▒░░░�,
s9lp,14,3.92,27,I found a fly stuck in the egg & mayo sandwich. I couldn't even think that a brand like Tabaq won't follow basic hygiene rule. This level of unhygienic food practices should be taken to accountability,Md,
m0cd,14,3.26,21,apnadar khabarkhub baje thn Ami mint lemonade order disi oitao apnara amk Dan nai ulta tk kaita nesan thik e ato baje apnadar service bolar bahira weast of money apnara lemoned deta parban na bola hoy,Mahfuza,
hpds,10,2.12,5,"Photo er sathe khabar er kono mil nai , capri photo te leg pices dilo sinar 1 piece/ but moja silo. Frends fry khub baje fele dewa lagse alu kacha kacha, ",Arif,
niyj,3,2.14,1,very less quantity and little amount of chicken though pretty tasty,Ifra,
p7f7,15,3.86,24,Not Bad,Mr.,
vkix,1,5.0,3,"The rice was aromatic and perfectly cooked, the chicken was juicy and full of flavor, and the touch of ghee and spices made it feel truly royal.Thanks",Asif,
ybxi,2,1.8,1,"Tehari 5/10, Morog polao 2/10. Morog polao er shather deya shiddho dim ta pocha chilo. dim er baje gondhe obostha kharap hoye gese.",Israt,
awgw,1,1.0,0,Needs improvement and overpriced ,Tasnemia,
psy8,30,3.87,49,Got the medium classic meatbox. Great tasty food for good value 10/10 recommend ,Nailah,
q3xn,23,2.46,16,আসসালামু আলাইকুম ভাই আপনাদের খাবার কোয়ালিটি খুবই বাজে মানে মন থার্ডক্লাস খাবার আর জীবনে মানুষকে দিবেন না ভাই আপনাদের তো চাইছি আমি বিফ খিচুড়ি আপনারা দিছেন চিকেন খিচুড়ি মানে খুবই ফালতু ভাই,Mahmudullah,
jlgz,7,3.88,12,Singara layers inside the dough is little thing and not easy it’s like the rubber,Nuzhat,
a9hc,30,3.22,38,Average ,Shopon,
fe5s,3,2.14,1,"praw toast was too salty, the Momo's were just ok ok not something special or good",Humaira,
kxdd,30,2.97,30,Tasteless food.,Rehana,
czjg,1,5.0,3,সুন্দর এবং অনেক ভালো ছিল। ,Jamal,
gfi3,30,2.73,27,The taste wasn’t that much good..,Sabrina,
fjqc,30,3.78,49,"The food was tasty, it would have been better if the quantity was a little better, I can't get enough of this delicious food, I hope you will understand my cost from the next time.",Rimon,
mt9m,9,4.85,25,Chicken dumpling in soup's quantity was okay according to price. The dumpling tasted good but the broth was too salty. Packaging was done very safely.,Shahriar,
fvv4,5,2.38,5,Baje,Farhan,
m5na,19,3.62,27,oneek vhalo chilo pasta basto. love it brother 🤏😘,Md,
v38k,23,4.0,40,অর্ডার করেছিলাম চকলেট মাড কেক দিয়েছে নরমাল চকলেট কেক। ,Kashfia,
n4kd,16,3.38,22,"packaging were to poor , indrani item er sob cream pore gese ",Shammy,
rt4w,30,3.59,43,momo গুলো খুবি মজার ছিলো কিন্তু বার্গার টা নষ্ট একদমি পঁচা গন্ধ দয়া করে কেউ এনাদের থেকে বার্গার নিবেন মা😡,Sabbir,
mgqy,1,5.0,2,"The nimki was crispy, well-seasoned, and clearly made fresh. Packaging was neat and delivery was on time. Will definitely order again.",Appurbo,
pal1,5,3.93,11,ekdoom baje khabar keu niben na nachos etota bajee quality quantity ekdoom khrap salara butpari kortese sob,Rezaul,
ulcq,11,4.7,25,rice need improve..  meat was enough ,Sifat,
nbb0,1,5.0,2,very tasty and quality full burger.taste is very good.অল্প টাকায় তৃপ্তি করে খাওয়ার মত একটি বার্গার। সব কিছু ছিল পারফেক্ট। higly recommend ,nusrat,
dral,4,2.11,3,"Awful taste, don’t recommend ",Nazib,
dgfc,6,3.0,8,they just sent daal.i had to finish lunch just with daal. so unprofessional ,Nayeefa,
b2e9,2,3.8,3,Bhalo chilo Kalke,Rafee,
ei3m,10,2.04,7,"লাচ্ছা পরোটা কি জীবনেও করছেন, বানাইতে না পারলে আগে সেফের কোর্স করেন তার পর সেল করতে আসেন লাচ্ছা পরোটা তো দেননি উপর থেকে পরোটার নামে আটার খামি দিয়ে রাখছেন। আমার বাচ্চা অসুস্থ হয়ে গেছে এই খাবার খেয়ে। ",Mhrine,
oqtm,30,2.89,29,very salty ramen.Not worthy for its price.All together food quality poor. ,Laboni,
ecdi,1,5.0,2,the thai fried chicken was exquisite ,Abrar,
k47m,30,2.54,28,"কয়টা হাড় আর এক পিস চিকেন দিছে।১৭০ টাকাই নষ্ট ।এর আগেও ৪ ,৫ বার নিছি,যথেষ্ট চিকেন থাকে।এই খাবার কোন বিবেকে দিল আমি বুঝলাম না।",Lily,
m371,30,3.23,42,"full packet khabar chilo na half paket chilo, ar 11 tay order korci 1:16 te ashce.",Md,
sg8w,10,3.61,15,"Clever, but obedient, the delivery correspondence you have send now. Thank you. But asked a bit amount than the official Bkash cash out charge. I had to reject. And let him understood.",Ashraful,
qzxr,15,3.15,21,beef alu curry order korechilam. beef vuna diechen keno? apni majhe majhei egulo koren. ami ki apnar choice onujayi khabo???,Auri,
xx80,12,4.4,27,Gave me cakes with 1 day remaining expiry .,Prappo,
fnbs,30,3.32,41,Not timely delivered,Nawshaba,
dluc,10,2.04,3,খুবই plain টেস্ট ছিল। ড্রিংকস গুলা পানি পানি ছিল। ফরমোসা কফি টা ভালো লাগেনি। প্লাস পরিমাণেও কম দিয়েছে। এদের স্মুদি আগেও অনেকবার খেয়েছি। এই প্রথম পিকআপ ডিসকাউন্ট এ অর্ডার করি।খুবই বাজে এক্সপেরিয়েন্স,Meherun,
qo31,18,3.91,32,meatbox kub e baje jei price Worth it nah taste o Valo nah ,siam,
j1jc,12,3.59,18,picture er sathe pizzar kono mil nai. নরমাল দোকানে রুটির উপর মসলা এবং মেয়োনিজ দিয়ে যেভাবে পিজা বিক্রি করে সেই পিজা দিয়েছে। পিজার ভিতর পুরোটাই কাঁচা পেঁপে দিয়ে ভরা । পাস্তাটা ভালো।রেকমেন্ডেট। ,RK,
x8em,30,2.35,22,too much sauce and no franch fries.,Ashraf,
hfeb,4,5.0,11,Everything was exellent.. i m ur regular customer..my familly members r big fan of u..services are pretty good❤️,Shafi,
fiwk,1,3.0,1,"Don’t want to hurt the cook, but unfortunately it was the worst chicken fry I ever had. Chicken fry was not even close to the picture. Please try to improve your flour coating.",Muntaha,
wqr5,18,3.4,25,yammy fresh and tasty food 100% recommended  THIS resturent ,Afzal,
y7m0,30,4.34,59,আলহামদুলিল্লাহ খাবার ভালো ছিল। ,Mahid,
yccn,2,5.0,5,One of the best burgers in the town!!! Also the fries were really crispy. dips were also great! overall 5 out of 5!!,Tanvir,
dz5v,17,3.14,20,Best and premium item ,Shopon,
n7z4,3,2.71,3,nice food,Fatema,
rar1,4,3.55,7,"Didn’t meet my expectations. Should be more fresh, I felt bitter test on a fruit, I couldn’t identify which one. ",Nusrat,
rvow,30,2.63,25,valo na ,jasi,
qwjr,30,4.04,55,There was only one bora.. 180 takay one bora is not fair though description mentioned 2.,Shanaz,
s3ap,10,3.24,13,Such bad food quality and taste ,dewan,
e9ze,4,2.25,2,good.,মুন্নি,
pqy9,4,1.6,1,Avocado denni and Motei valo na apnader salad mone hoche Chanachur makha kachi ,Farhana,
d8yj,5,3.46,7,I ordered two brown bread but they gave me two white sourdough bread instead :( I don't mind the sourdough one but I wish they had informed about this change. ,Nishat,
hdab,3,2.14,1,pizza khubi baje chilo,Tahmed,
t503,6,4.0,14,340 tk দিয়ে জীবনের সব চেয়ে জঘন্য ফ্রেঞ্চ ফ্রাই খাইলাম । ধন্যবাদ আপনাদের ,Joy,
pz4d,30,3.6,45,খাবারের মান দিনে দিনে খারাপ হচ্ছে - প্রথম যেবার খাবার নেই সেবার এতো ভালোলেগেছিলো যে নিজেই কয়েকজন কে পেজের নাম উল্লেখ করেছিলাম।,Makhduma,
l23n,1,5.0,3,same Ghore ar ranna Chaile sobai netay paren.🤤🤤🤤,Ayat,
zlhp,22,3.33,33,Soup ar Colour Akdom Baje....Salt  to Jibon o dai nai....Patla Soup,shakil,
aszk,30,3.2,32,"Very small of vegetable given, price is way too much compared to quantity ",Anwar,
ny57,30,3.55,46,good product ,Shovon,
umsh,9,2.57,6,bad refrigeration and bad test ,Abdullah,
yivr,1,3.67,1,Shutki was worse,Hard,
ph4b,2,4.5,4,"the Oreo bar was good , packaging was average,the inner cream was thin not dense",Shahad,
mo3s,30,3.58,42,"it's nice but more chicken should be added and the sauce was amazing,just given cold in very low amount",Nashmia,
byw5,1,5.0,2,best momo I have ever try . very tasty thank you for serving a fresh food.,Qais_,
seng,26,3.92,51,আপনাদের খাবারের মান অনেক ভালো। তবে প্যাকেজিংটা একটু নজর দিবেন। পাতলা পলিথিনে এতো গরম খাবার দেয়া স্বাস্থ্যকর না। প্লাস্টিক গলে খাবারে চলে যায়।,Abdullah,
klz8,2,4.67,6,wings not spicy but test is ok,Afroza,
z51f,1,5.0,3,ফিশ টেস্ট অনেক মজা ।স্পাইস একদম পারফেক্ট ।ফিশ সাইজ অনেক বড় ।আর খিচুড়ি টা একদম দেশী ভাবে রান্না করা ।,Mcdonald,
yc84,11,2.8,10,ami sick ar amar onek boba drink khaite mon chaise nd order disi expectation rekhe onk..but onek baje ekta drink...also boba peal gula haat diye dhorle golejayy moydar moto,Afroja,
d4g6,7,3.0,7,"আমার স্পেশাল মিটবক্সে মাত্র ৩/৪ পিস মিট  ছিল, কোনো ফ্রেঞ্চ ফ্রাইস ছিল না৷ ইনাফ সসেসজ ছিল৷ কয়েকপিস মিটবল ছিল।  ওভারঅল কোয়ান্টিটি অনেক কম ছিল। টেস্ট গুড৷ ",Narmin,
wt7k,15,3.44,19,soup failed to impress but the crab was good. ,Zaed,
xl6d,1,5.0,3,Awesome flavor and aroma. Luchinis soft and perfect size. Thanks ,Shafi,
bni7,30,3.4,42,worst vegetables ,tanha,
asyt,1,2.33,1,hardly 5-6 smallest size of meat,Jasmin,
cgem,30,3.83,48,"French fries, mixed vegetables and Begun vorta was delicious and recommended. Never order chingri vorta, it was full on dirts and sand! Alu vorta, Daal vorta is not recommended as these arw not tasty.",Faruque,
vei4,2,3.0,3,food is good but delivery time was lot more than expected ,Niamun,
zc8i,1,2.33,1,missing items ,Reaz,
a5ww,12,2.63,11,The sub was tasty but size was too small.,Sadia,
mm4y,30,2.26,21,"The morog polao was great 10/10 , but the fried tice Quantity was aloot less and there was no chicken here lol ",Faisal,
jqo5,30,3.97,54,very good taste ,Md,
whua,30,2.97,35,it wast good but price wise chicken enough na,Fabiha,
q7d9,2,3.4,3,মোটামুটি ভালোই ❤️❤️❤️,bd,
